ID,Survey status,Preferred language,hWave : WAVE TRACKER - WAVE TRACKER,Consent to participate,Province,Province/region,Age group,Age group,Gender identity,Gender identity,"Q4_1 : I, or someone close to me, has tested positive for COVID-19 ","Q4_2 : I, or someone close to me, has had symptoms of COVID-19 but has not been tested ","Q4_3 : I, or someone close to me, has been tested for COVID-19 but it was negative","Q4_4 : I, or someone close to me, is elderly and/or has a health condition that increases the risk of serious illness from COVID-19 ",Q4_5 : I have a job that exposes me to high risk of getting COVID-19 ,Q4_6 : Someone close to me has a job that exposes them to high risk of getting COVID-19 ,Q4_99 : None of the above,Q5 : How worried are you about the impact of COVID-19 on your personal financial situation?,Q6 : How have physical distancing measures due to the COVID-19 pandemic affected your employment situation? ,"Q6b : On average, how has the number of hours you are working for pay been affected by the COVID-19 pandemic? ",Q7 : How worried are you that you or someone close to you (close relative or friend) will get ill from COVID-19?,"Q8x1 : P2W frequency - Feeling nervous, anxious or on edge",Q8x2 : P2W frequency - Not being able to stop or control worrying,Q8x3 : P2W frequency - Worrying too much about different things,Q8x4 : P2W frequency - Trouble relaxing,Q8x5 : P2W frequency - Being so restless that it?s hard to sit still,Q8x6 : P2W frequency - Becoming easily annoyed or irritable,Q8x7 : P2W frequency - Feeling afraid as if something awful might happen,"Q15 : During the PAST 7 DAYS, on how many days did you drink ALCOHOL?",Q16 : Q16 - On how many of the PAST 7 DAYS did you drink 4 or more  drinks on one occasion? ,"Q17 : In the PAST 7 DAYS, did you drink more ALCOHOL, about the same, or less alcohol overall than you did before the COVID-19 pandemic started?","Q18 : During the PAST 7 DAYS, on how many days did you use CANNABIS (also known as marijuana, hash, 'pot')?","Q19 : In the PAST 7 DAYS, did you use CANNABIS more often, about the same, or less often overall than you did before the COVID-19 pandemic started? ","Q20x1 : In the PAST 7 DAYS, how often have you felt depressed? ","Q20x2 : In the PAST 7 DAYS, how often have you felt lonely?","Q20x3 : In the PAST 7 DAYS, how often have you felt hopeful about the future? ","Q23 : Including yourself, how many people are currently living in your household?",Live alone or with others?,Q24_1 : How many children <6 years old live in your household?,Q24_2 : How many children between the ages of 6 and 12 years old live in your household?,Q24_3 : How many children between the ages of 12 and 17 years old live in your household?,Q24DK_96 : Prefer  not to answer the age of children living in my household,hChildren : Do you have children living in your household?,Q25 : What is the highest level of education you have completed?,Q26 : What is your current marital status?,Q27 : Which of the following best describes your racial or ethnic group? ,Q28 : Total household income received in the 2019 year before taxes?,hIncome : Total household income received in the 2019 year before taxes?,Q29 : Area you consider to be living in
5264,complete,English,2,"Yes, I agree to participate",Ontario,ON,30 to 39 years,18-39,Woman,Female,0,0,0,0,0,0,1,Not very worried,"I have continued working, but now I am working from home instead of my usual location",Increased somewhat,Somewhat worried,Several days,Several days,Several days,Not at all,Not at all,Not at all,Several days,2,0,No change,0,No change,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Occasionally or a moderate amount of the time (3-4 days),2,Live with others,0,0,0,0,No Kids,University diploma / degree,Married,"White (European, North American)","$140,000 or more",120k+,Rural area
2543,complete,English,2,"Yes, I agree to participate",Alberta,AB,50 to 59 years,40-59,Man,Male,0,0,1,0,0,0,0,Somewhat worried,"I am not currently working, or I have been laid off/let go, due to the pandemic",,Somewhat worried,Several days,Not at all,Several days,Not at all,Not at all,Not at all,Several days,1,0,No change,0,No change,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Most or all of the time (5-7 days),1,Live alone,,,,,No Kids,University diploma / degree,Never married,"White (European, North American)","$80,000  -  $99,999",80-119k,Urban area
2029,complete,English,2,"Yes, I agree to participate",Manitoba,SK/MN,18 to 29 years,18-39,Man,Male,0,0,0,0,0,0,1,Not very worried,"No change - I have continued working outside my home, as I always did",No change,Not very worried,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1,0,No change,0,No change,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),3,Live with others,1,0,0,0,Kids,"Some post-high school education (college, technical, university, etc.)",Married,"White (European, North American)","$80,000  -  $99,999",80-119k,Suburban area
6526,complete,English,2,"Yes, I agree to participate",British Columbia,BC,18 to 29 years,18-39,Man,Male,0,0,0,0,1,0,0,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",No change,Somewhat worried,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Several days,1,1,No change,0,No change,Some or a little of the time (1-2 days),Most or all of the time (5-7 days),Occasionally or a moderate amount of the time (3-4 days),1,Live alone,,,,,No Kids,University diploma / degree,Never married,Mixed heritage (e.g. Black ? North American & White ? North American),"$40,000  -  $59,999",40-79k,Urban area
3545,complete,English,2,"Yes, I agree to participate",British Columbia,BC,18 to 29 years,18-39,Woman,Female,0,0,0,0,1,0,0,Not very worried,"No change - I have continued working outside my home, as I always did",Increased a lot,Not very worried,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0,,Drink much less alcohol,I do not use cannabis,No change,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),3,Live with others,0,0,0,0,No Kids,Completed high school,Never married,"White (European, North American)","$20,000  -  $39,999",Less than 40k,Suburban area
1170,complete,English,2,"Yes, I agree to participate",Alberta,AB,40 to 49 years,40-59,Man,Male,0,0,0,1,0,0,0,Very worried,"I am not currently working, or I have been laid off/let go, due to the pandemic",,Somewhat worried,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Several days,2,0,Drink slightly more alcohol,0,No change,Occasionally or a moderate amount of the time (3-4 days),Most or all of the time (5-7 days),Rarely or none of the time (less than 1 day),1,Live alone,,,,,No Kids,University diploma / degree,Widowed,"White (European, North American)","$20,000  -  $39,999",Less than 40k,Urban area
2289,complete,English,2,"Yes, I agree to participate",Alberta,AB,30 to 39 years,18-39,Man,Male,0,0,0,0,0,0,1,Not at all worried,"No change - I have continued working from home, as I always did",No change,Not at all worried,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,I do not drink alcohol,,No change,I do not use cannabis,No change,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),5,Live with others,1,1,1,0,Kids,University diploma / degree,Married,"Black (Africa, Caribbean, North American)","$120,000  -  $139,999",120k+,Urban area
4057,complete,English,2,"Yes, I agree to participate",Quebec,QC/ATL,18 to 29 years,18-39,Woman,Female,0,0,0,1,0,0,0,Somewhat worried,"No change - I was not employed prior to the pandemic (e.g., retired, student, paid leave, recently graduated) and I have remained unemployed",,Somewhat worried,Several days,Not at all,Nearly every day,Over half the days,Not at all,Nearly every day,Not at all,I do not drink alcohol,,No change,I do not use cannabis,No change,Occasionally or a moderate amount of the time (3-4 days),Most or all of the time (5-7 days),Occasionally or a moderate amount of the time (3-4 days),7,Live with others,0,0,1,0,Kids,"Some post-high school education (college, technical, university, etc.)",Never married,"Asian ? South East (e.g., Malaysian, Filipino, Vietnamese)","$20,000  -  $39,999",Less than 40k,Suburban area
503,complete,English,2,"Yes, I agree to participate",British Columbia,BC,70 years and over,60+,Woman,Female,1,0,0,0,0,0,0,Very worried,Other,No change,Very worried,Several days,Several days,Several days,Several days,Not at all,Not at all,Several days,2,3,Drink slightly more alcohol,0,No change,Occasionally or a moderate amount of the time (3-4 days),Most or all of the time (5-7 days),Rarely or none of the time (less than 1 day),1,Live alone,,,,,No Kids,College diploma / degree,Widowed,"White (European, North American)","$20,000  -  $39,999",Less than 40k,Urban area
5000,complete,English,2,"Yes, I agree to participate",Ontario,ON,18 to 29 years,18-39,Man,Male,0,0,0,0,0,0,1,Not very worried,"I was previously not working/ laid off/let go due to the pandemic, but now I am back at work with the same or a new employer",Decreased a lot,Not very worried,Several days,Not at all,Several days,Several days,Several days,Several days,Not at all,0,,Drink slightly more alcohol,7,No change,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),4,Live with others,0,0,1,0,Kids,Completed high school,Never married,"White (European, North American)","$20,000  -  $39,999",Less than 40k,Suburban area
5279,complete,English,2,"Yes, I agree to participate",Saskatchewan,SK/MN,18 to 29 years,18-39,Man,Male,0,0,0,0,0,0,1,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",Decreased somewhat,Not at all worried,Several days,Several days,Over half the days,Several days,Several days,Over half the days,Not at all,1,1,No change,0,No change,Some or a little of the time (1-2 days),Occasionally or a moderate amount of the time (3-4 days),Some or a little of the time (1-2 days),1,Live alone,,,,,No Kids,University diploma / degree,Never married,Prefer not to answer,Prefer not to answer,Prefer not to answer,Urban area
5050,complete,English,2,"Yes, I agree to participate",Manitoba,SK/MN,30 to 39 years,18-39,Woman,Female,0,0,0,1,0,0,0,Somewhat worried,"I was working from home due to the pandemic, but now I am back working at my usual location outside the home",No change,Somewhat worried,Several days,Several days,Several days,Several days,Not at all,Over half the days,Not at all,1,2,No change,0,No change,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Occasionally or a moderate amount of the time (3-4 days),Prefer not to answer,Prefer not to answer,,,,1,No Kids,College diploma / degree,Prefer  not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Suburban area
6775,complete,English,2,"Yes, I agree to participate",Alberta,AB,30 to 39 years,18-39,Man,Male,0,0,0,1,0,0,0,Very worried,"I have continued working, but now I am working from home instead of my usual location",No change,Very worried,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Over half the days,Nearly every day,Over half the days,7,7,Drink much more alcohol,0,No change,Most or all of the time (5-7 days),Most or all of the time (5-7 days),Most or all of the time (5-7 days),2,Live with others,0,0,0,0,No Kids,College diploma / degree,Married,"White (European, North American)","$140,000 or more",120k+,Urban area
2603,complete,English,2,"Yes, I agree to participate",Ontario,ON,30 to 39 years,18-39,Man,Male,0,0,0,0,0,0,1,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",No change,Somewhat worried,Several days,Several days,Over half the days,Several days,Several days,Several days,Several days,I do not drink alcohol,,No change,I do not use cannabis,No change,Some or a little of the time (1-2 days),Occasionally or a moderate amount of the time (3-4 days),Some or a little of the time (1-2 days),4,Live with others,0,0,0,0,No Kids,University diploma / degree,Never married,"Asian ? South (e.g., Indian, Pakistani, Sri Lankan)","$140,000 or more",120k+,Suburban area
3257,complete,English,2,"Yes, I agree to participate",Ontario,ON,30 to 39 years,18-39,Woman,Female,1,0,0,1,0,0,0,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",Decreased a lot,Somewhat worried,Over half the days,Not at all,Several days,Over half the days,Not at all,Several days,Not at all,0,,No change,0,No change,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Most or all of the time (5-7 days),3,Live with others,0,0,0,0,No Kids,University diploma / degree,Married,"Asian ? East (e.g., Chinese, Japanese, Korean)","$120,000  -  $139,999",120k+,Urban area
4745,complete,English,2,"Yes, I agree to participate",British Columbia,BC,18 to 29 years,18-39,Woman,Female,0,0,0,0,0,0,1,Somewhat worried,Other,No change,Somewhat worried,Several days,Several days,Several days,Several days,Several days,Several days,Several days,2,2,No change,2,No change,Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),4,Live with others,0,0,0,0,No Kids,University diploma / degree,Never married,"Asian ? East (e.g., Chinese, Japanese, Korean)","$100,000  -  $119,999",80-119k,Suburban area
194,complete,English,2,"Yes, I agree to participate",New Brunswick,QC/ATL,30 to 39 years,18-39,Woman,Female,0,0,0,1,0,0,0,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",No change,Somewhat worried,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,0,,No change,7,Slightly more,Most or all of the time (5-7 days),Occasionally or a moderate amount of the time (3-4 days),Some or a little of the time (1-2 days),3,Live with others,0,1,0,0,Kids,University diploma / degree,Living with a partner,"White (European, North American)",Prefer not to answer,Prefer not to answer,Urban area
1568,complete,English,2,"Yes, I agree to participate",Ontario,ON,30 to 39 years,18-39,Woman,Female,0,0,0,0,0,0,1,Very worried,"I have continued working, but now I am working from home instead of my usual location",Increased a lot,Very worried,Not at all,Several days,Several days,Several days,Several days,Several days,Several days,2,0,Drink slightly more alcohol,0,No change,Rarely or none of the time (less than 1 day),Occasionally or a moderate amount of the time (3-4 days),Some or a little of the time (1-2 days),4,Live with others,0,0,0,0,No Kids,University diploma / degree,Never married,"Asian ? East (e.g., Chinese, Japanese, Korean)","$100,000  -  $119,999",80-119k,Urban area
6144,complete,English,2,"Yes, I agree to participate",Ontario,ON,30 to 39 years,18-39,Man,Male,0,1,1,1,1,1,0,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",No change,Very worried,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Over half the days,Nearly every day,1,0,Drink slightly more alcohol,0,No change,Occasionally or a moderate amount of the time (3-4 days),Most or all of the time (5-7 days),Occasionally or a moderate amount of the time (3-4 days),2,Live with others,0,0,0,0,No Kids,College diploma / degree,Married,"White (European, North American)","$140,000 or more",120k+,Rural area
6766,complete,English,2,"Yes, I agree to participate",Alberta,AB,40 to 49 years,40-59,Man,Male,0,0,0,0,1,0,0,Somewhat worried,"No change - I have continued working outside my home, as I always did",No change,Somewhat worried,Several days,Several days,Several days,Several days,Not at all,Several days,Several days,3,0,No change,I do not use cannabis,No change,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),5,Live with others,0,0,0,0,No Kids,College diploma / degree,Married,Prefer not to answer,Prefer not to answer,Prefer not to answer,Suburban area
3005,complete,English,2,"Yes, I agree to participate",Ontario,ON,30 to 39 years,18-39,Man,Male,0,0,1,0,0,0,0,Very worried,Other,No change,Very worried,Several days,Several days,Not at all,Several days,Nearly every day,Not at all,Over half the days,0,,Prefer  not to answer,7,Much more,Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Most or all of the time (5-7 days),1,Live alone,,,,,No Kids,"Some post-high school education (college, technical, university, etc.)",Separated,"Middle Eastern (e.g., Egyptian, Iranian, Lebanese)","$140,000 or more",120k+,Suburban area
3121,complete,English,2,"Yes, I agree to participate",Manitoba,SK/MN,50 to 59 years,40-59,Man,Male,0,0,0,0,0,0,1,Not at all worried,"No change - I was not employed prior to the pandemic (e.g., retired, student, paid leave, recently graduated) and I have remained unemployed",,Not at all worried,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,3,4,No change,I do not use cannabis,Prefer  not to answer,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),1,Live alone,,,,,No Kids,Completed high school,Divorced,"White (European, North American)",Prefer not to answer,Prefer not to answer,Suburban area
6819,complete,English,2,"Yes, I agree to participate",British Columbia,BC,18 to 29 years,18-39,Man,Male,0,0,0,1,0,1,0,Very worried,"I have continued working, but now I am working from home instead of my usual location",Decreased a lot,Very worried,Several days,Several days,Several days,Several days,Several days,Several days,Several days,0,,No change,0,No change,Occasionally or a moderate amount of the time (3-4 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),1,Live alone,,,,,No Kids,University diploma / degree,Never married,Mixed heritage (e.g. Black ? North American & White ? North American),"$40,000  -  $59,999",40-79k,Suburban area
3172,complete,English,2,"Yes, I agree to participate",British Columbia,BC,30 to 39 years,18-39,Woman,Female,0,0,0,0,0,1,0,Somewhat worried,"I am not currently working, or I have been laid off/let go, due to the pandemic",,Somewhat worried,Several days,Not at all,Several days,Several days,Not at all,Several days,Several days,0,,No change,0,No change,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Most or all of the time (5-7 days),4,Live with others,2,0,0,0,Kids,College diploma / degree,Married,"Asian ? South East (e.g., Malaysian, Filipino, Vietnamese)","$40,000  -  $59,999",40-79k,Suburban area
6737,complete,English,2,"Yes, I agree to participate",Alberta,AB,30 to 39 years,18-39,Man,Male,0,0,0,0,0,1,0,Somewhat worried,"No change - I was not employed prior to the pandemic (e.g., retired, student, paid leave, recently graduated) and I have remained unemployed",,Somewhat worried,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Several days,2,0,Drink slightly less alcohol,0,Much less,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),2,Live with others,0,0,0,0,No Kids,University diploma / degree,Married,"Black (Africa, Caribbean, North American)","$40,000  -  $59,999",40-79k,Suburban area
6719,complete,English,2,"Yes, I agree to participate",Ontario,ON,18 to 29 years,18-39,Man,Male,0,0,0,0,0,0,1,Not very worried,"No change - I was not employed prior to the pandemic (e.g., retired, student, paid leave, recently graduated) and I have remained unemployed",,Not very worried,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,I do not drink alcohol,,No change,I do not use cannabis,No change,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Most or all of the time (5-7 days),5,Live with others,0,0,0,0,No Kids,"Some post-high school education (college, technical, university, etc.)",Never married,Mixed heritage (e.g. Black ? North American & White ? North American),"$120,000  -  $139,999",120k+,Suburban area
1455,complete,English,2,"Yes, I agree to participate",Alberta,AB,18 to 29 years,18-39,Man,Male,0,0,0,0,0,0,1,Somewhat worried,"I am not currently working, or I have been laid off/let go, due to the pandemic",,Not very worried,Over half the days,Over half the days,Over half the days,Several days,Several days,Over half the days,Over half the days,0,,No change,I do not use cannabis,No change,Some or a little of the time (1-2 days),Occasionally or a moderate amount of the time (3-4 days),Some or a little of the time (1-2 days),1,Live alone,,,,,No Kids,University diploma / degree,Never married,"White (European, North American)","$40,000  -  $59,999",40-79k,Urban area
4574,complete,English,2,"Yes, I agree to participate",British Columbia,BC,30 to 39 years,18-39,Woman,Female,0,0,0,1,0,1,0,Somewhat worried,"I am not currently working, or I have been laid off/let go, due to the pandemic",,Somewhat worried,Several days,Not at all,Several days,Several days,Several days,Over half the days,Several days,6,3,Drink much more alcohol,0,Slightly less,Some or a little of the time (1-2 days),Occasionally or a moderate amount of the time (3-4 days),Some or a little of the time (1-2 days),2,Live with others,0,0,0,0,No Kids,University diploma / degree,Never married,"White (European, North American)","$100,000  -  $119,999",80-119k,Rural area
4023,complete,English,2,"Yes, I agree to participate",Ontario,ON,18 to 29 years,18-39,Man,Male,0,0,0,1,0,1,0,Not very worried,"I have continued working, but now I am working from home instead of my usual location",No change,Not very worried,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1,1,No change,I do not use cannabis,No change,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Most or all of the time (5-7 days),2,Live with others,0,0,0,0,No Kids,University diploma / degree,Married,"Asian ? East (e.g., Chinese, Japanese, Korean)","$120,000  -  $139,999",120k+,Urban area
4912,complete,English,2,"Yes, I agree to participate",Alberta,AB,50 to 59 years,40-59,Man,Male,0,0,0,1,0,0,0,Not very worried,"No change - I was not employed prior to the pandemic (e.g., retired, student, paid leave, recently graduated) and I have remained unemployed",,Very worried,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0,,No change,0,No change,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),1,Live alone,,,,,No Kids,Completed high school,Divorced,"White (European, North American)","less than $20,000",Less than 40k,Urban area
3608,complete,English,2,"Yes, I agree to participate",British Columbia,BC,30 to 39 years,18-39,Woman,Female,0,0,0,1,0,0,0,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",Increased somewhat,Very worried,Several days,Several days,Several days,Several days,Not at all,Several days,Several days,1,0,Drink slightly less alcohol,0,No change,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),3,Live with others,1,0,0,0,Kids,University diploma / degree,Married,Other,"$120,000  -  $139,999",120k+,Urban area
1644,complete,English,2,"Yes, I agree to participate",Saskatchewan,SK/MN,50 to 59 years,40-59,Man,Male,0,0,0,1,1,0,0,Very worried,"I am not currently working, or I have been laid off/let go, due to the pandemic",,Not very worried,Not at all,Not at all,Not at all,Several days,Not at all,Several days,Not at all,5,5,Drink slightly more alcohol,1,Much less,Some or a little of the time (1-2 days),Occasionally or a moderate amount of the time (3-4 days),Occasionally or a moderate amount of the time (3-4 days),2,Live with others,0,0,0,0,No Kids,College diploma / degree,Never married,Mixed heritage (e.g. Black ? North American & White ? North American),"$20,000  -  $39,999",Less than 40k,Urban area
6524,complete,English,2,"Yes, I agree to participate",Ontario,ON,18 to 29 years,18-39,Woman,Female,0,0,0,1,1,0,0,Very worried,"No change - I have continued working outside my home, as I always did",No change,Very worried,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Several days,Nearly every day,Nearly every day,2,2,Drink slightly more alcohol,0,No change,Most or all of the time (5-7 days),Most or all of the time (5-7 days),Some or a little of the time (1-2 days),4,Live with others,0,0,0,0,No Kids,University diploma / degree,Never married,"Middle Eastern (e.g., Egyptian, Iranian, Lebanese)","$60,000  -  $79,999",40-79k,Urban area
1565,complete,English,2,"Yes, I agree to participate",Newfoundland and Labrador,QC/ATL,30 to 39 years,18-39,Man,Male,0,0,0,0,0,0,1,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",No change,Somewhat worried,Several days,Several days,Several days,Several days,Not at all,Several days,Several days,2,2,No change,0,No change,Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Occasionally or a moderate amount of the time (3-4 days),3,Live with others,1,0,0,0,Kids,College diploma / degree,Living with a partner,"White (European, North American)",Prefer not to answer,Prefer not to answer,Suburban area
4244,complete,English,2,"Yes, I agree to participate",Ontario,ON,18 to 29 years,18-39,Woman,Female,0,0,1,1,0,0,0,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",No change,Somewhat worried,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,3,0,Drink much more alcohol,0,No change,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Occasionally or a moderate amount of the time (3-4 days),3,Live with others,0,0,0,0,No Kids,University diploma / degree,Never married,Mixed heritage (e.g. Black ? North American & White ? North American),Prefer not to answer,Prefer not to answer,Suburban area
2215,complete,English,2,"Yes, I agree to participate",Quebec,QC/ATL,30 to 39 years,18-39,Woman,Female,0,0,0,0,0,1,0,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",Increased somewhat,Somewhat worried,Several days,Several days,Several days,Several days,Not at all,Several days,Several days,1,0,No change,0,No change,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),2,Live with others,0,0,0,0,No Kids,University diploma / degree,Living with a partner,"White (European, North American)",Prefer not to answer,Prefer not to answer,Urban area
4439,complete,English,2,"Yes, I agree to participate",Ontario,ON,30 to 39 years,18-39,Man,Male,0,0,0,1,0,0,0,Somewhat worried,"I am not currently working, or I have been laid off/let go, due to the pandemic",,Not very worried,Several days,Not at all,Several days,Several days,Not at all,Several days,Not at all,2,0,Drink slightly less alcohol,I do not use cannabis,No change,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Most or all of the time (5-7 days),2,Live with others,0,0,0,0,No Kids,College diploma / degree,Living with a partner,"White (European, North American)","$140,000 or more",120k+,Urban area
5731,complete,English,2,"Yes, I agree to participate",Nova Scotia,QC/ATL,30 to 39 years,18-39,Woman,Female,0,0,0,0,0,0,1,Not very worried,"I have continued working, but now I am working from home instead of my usual location",No change,Not very worried,Several days,Several days,Several days,Several days,Not at all,Several days,Not at all,2,2,No change,1,No change,Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Most or all of the time (5-7 days),2,Live with others,1,0,0,0,Kids,"Some post-high school education (college, technical, university, etc.)",Never married,Mixed heritage (e.g. Black ? North American & White ? North American),"$40,000  -  $59,999",40-79k,Suburban area
2957,complete,English,2,"Yes, I agree to participate",Ontario,ON,30 to 39 years,18-39,Man,Male,0,0,0,0,0,0,1,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",No change,Very worried,Over half the days,Several days,Several days,Over half the days,Several days,Several days,Several days,I do not drink alcohol,,Prefer  not to answer,I do not use cannabis,No change,Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Occasionally or a moderate amount of the time (3-4 days),4,Live with others,2,0,0,0,Kids,College diploma / degree,Married,"Middle Eastern (e.g., Egyptian, Iranian, Lebanese)",Prefer not to answer,Prefer not to answer,Suburban area
1883,complete,English,2,"Yes, I agree to participate",Prince Edward Island,QC/ATL,30 to 39 years,18-39,Woman,Female,0,0,0,0,0,1,0,Not very worried,"I was working from home due to the pandemic, but now I am back working at my usual location outside the home",No change,Not very worried,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,2,0,Drink slightly less alcohol,0,No change,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Most or all of the time (5-7 days),4,Live with others,0,0,2,0,Kids,University diploma / degree,Never married,"Black (Africa, Caribbean, North American)","$80,000  -  $99,999",80-119k,Suburban area
235,complete,English,2,"Yes, I agree to participate",Quebec,QC/ATL,18 to 29 years,18-39,Man,Male,0,0,0,0,0,0,1,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",Increased somewhat,Somewhat worried,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,I do not drink alcohol,,Drink much less alcohol,I do not use cannabis,No change,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),2,Live with others,0,0,0,0,No Kids,College diploma / degree,Never married,"Asian ? East (e.g., Chinese, Japanese, Korean)","less than $20,000",Less than 40k,Suburban area
3848,complete,English,2,"Yes, I agree to participate",New Brunswick,QC/ATL,18 to 29 years,18-39,Woman,Female,0,0,0,1,0,0,0,Somewhat worried,"I am not currently working, or I have been laid off/let go, due to the pandemic",,Somewhat worried,Nearly every day,Over half the days,Nearly every day,Nearly every day,Nearly every day,Over half the days,Over half the days,1,0,No change,0,No change,Occasionally or a moderate amount of the time (3-4 days),Some or a little of the time (1-2 days),Occasionally or a moderate amount of the time (3-4 days),4,Live with others,0,0,0,0,No Kids,University diploma / degree,Never married,"White (European, North American)",Prefer not to answer,Prefer not to answer,Suburban area
4591,complete,English,2,"Yes, I agree to participate",Ontario,ON,30 to 39 years,18-39,Man,Male,0,0,0,0,0,0,1,Very worried,"No change - I have continued working outside my home, as I always did",Increased somewhat,Not at all worried,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,2,2,Drink much more alcohol,7,Much more,Most or all of the time (5-7 days),Most or all of the time (5-7 days),Rarely or none of the time (less than 1 day),3,Live with others,0,0,0,0,No Kids,University diploma / degree,Never married,"Middle Eastern (e.g., Egyptian, Iranian, Lebanese)","$40,000  -  $59,999",40-79k,Urban area
164033,complete,English,2,"Yes, I agree to participate",Manitoba,SK/MN,18 to 29 years,18-39,Man,Male,0,0,0,0,0,1,0,Very worried,"I am not currently working, or I have been laid off/let go, due to the pandemic",,Very worried,Several days,Over half the days,Several days,Several days,Several days,Over half the days,Several days,0,,Drink much less alcohol,0,Slightly less,Occasionally or a moderate amount of the time (3-4 days),Occasionally or a moderate amount of the time (3-4 days),Occasionally or a moderate amount of the time (3-4 days),4,Live with others,0,0,0,0,No Kids,College diploma / degree,Living with a partner,"Asian ? South (e.g., Indian, Pakistani, Sri Lankan)","$20,000  -  $39,999",Less than 40k,Rural area
6160,complete,English,2,"Yes, I agree to participate",Ontario,ON,30 to 39 years,18-39,Woman,Female,0,0,0,1,1,1,0,Not very worried,"No change - I have continued working outside my home, as I always did",No change,Somewhat worried,Several days,Several days,Not at all,Not at all,Several days,Several days,Over half the days,6,0,No change,I do not use cannabis,No change,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Occasionally or a moderate amount of the time (3-4 days),3,Live with others,1,0,0,0,Kids,University diploma / degree,Married,"White (European, North American)","$140,000 or more",120k+,Urban area
